open_space,roof_type,roof_age,runoff_coefficient,location,annual_rainfall,annual_harvestable_water
108,Modern Composite Sheets,49,0.7972,Anantapur,560,44425
447,Galvanized Iron Sheet,11,0.83,Gorakhpur,1250,444700
511,Terracotta and Clay Tiles,15,0.8212,Mumbai,2250,896991
124,Stone Slabs,34,0.692,Sambalpur,1400,111877
449,Modern Composite Sheets,29,0.8161,Wardha,1060,360601
338,Galvanized Iron Sheet,22,0.8603,Hisar,500,137656
363,Tiled Roof,46,0.7123,Jaisalmer,210,50175
444,Lime-Finished Roofs,2,0.659,Hyderabad,800,224143
282,Tiled Roof,47,0.6908,Hyderabad,800,143525
249,Terracotta and Clay Tiles,13,0.7846,Hisar,500,93181
199,Metal Roofs,8,0.8337,Tezpur,1850,293957
174,Metal Roofs,23,0.8651,Sambalpur,1400,196290
531,Ceramic Tiles,47,0.7946,Tezpur,1850,715653
523,Galvanized Iron Sheet,1,0.8612,Chennai,1400,608297
486,Ceramic Tiles,49,0.8225,Pune,720,264469
374,Terracotta and Clay Tiles,4,0.7999,Tezpur,1850,530238
229,Ceramic Tiles,4,0.822,Ahmedabad,800,143830
488,Lime-Finished Roofs,9,0.6688,Mumbai,2250,693375
260,Modern Composite Sheets,11,0.8535,Hisar,500,104744
533,Terracotta and Clay Tiles,19,0.7993,Delhi,780,315269
111,Lime-Finished Roofs,17,0.6424,Jaipur,650,43679
214,Stone Slabs,12,0.6915,Shillong,2900,410388
341,Ceramic Tiles,49,0.7995,Purnia,1350,336818
353,Metal Roofs,8,0.8551,Lucknow,1000,287651
42,Concrete Roof,10,0.6631,Patna,1200,31554
240,Metal Roofs,34,0.817,Shillong,2900,530093
87,Lime-Finished Roofs,19,0.6403,Ahmedabad,800,41550
108,Lime-Finished Roofs,21,0.6235,Wardha,1060,67291
287,Modern Composite Sheets,30,0.8149,Delhi,780,169590
370,Ceramic Tiles,43,0.7851,Wardha,1060,281818
381,Ceramic Tiles,14,0.7705,Sagar,1100,303431
589,Metal Roofs,45,0.8729,Delhi,780,368479
348,Ceramic Tiles,48,0.8298,Chennai,1400,368894
111,Terracotta and Clay Tiles,35,0.8034,Pune,720,59171
280,Metal Roofs,31,0.8607,Jaisalmer,210,47292
283,Concrete Roof,30,0.6556,Pune,720,123495
294,Ceramic Tiles,3,0.8185,Lucknow,1000,228478
536,Metal Roofs,7,0.8417,Hisar,500,216426
293,Terracotta and Clay Tiles,17,0.8344,Pune,720,164437
238,Concrete Roof,48,0.6327,Sambalpur,1400,194442
543,Concrete Roof,11,0.6401,Kolkata,1800,597801
46,Galvanized Iron Sheet,39,0.8505,Wardha,1060,38134
534,Ceramic Tiles,35,0.8236,Lucknow,1000,408837
208,Concrete Roof,18,0.6462,Sagar,1100,138258
243,Tiled Roof,6,0.7146,Sagar,1100,182884
548,Concrete Roof,11,0.6279,Bathinda,420,136844
259,Lime-Finished Roofs,50,0.6489,Pune,720,110568
215,Tiled Roof,22,0.7213,Wardha,1060,154465
563,Concrete Roof,25,0.6474,Kolkata,1800,617962
246,Ceramic Tiles,11,0.8013,Wardha,1060,200208
71,Metal Roofs,10,0.8515,Wardha,1060,61356
264,Concrete Roof,46,0.6579,Tezpur,1850,295051
594,Terracotta and Clay Tiles,42,0.7845,Wardha,1060,454308
48,Galvanized Iron Sheet,31,0.8489,Hyderabad,800,30474
458,Galvanized Iron Sheet,35,0.8627,Delhi,780,285838
166,Metal Roofs,42,0.8321,Raichur,620,79316
184,Stone Slabs,10,0.6878,Sagar,1100,132659
112,Terracotta and Clay Tiles,46,0.8031,Hisar,500,40923
506,Stone Slabs,18,0.7125,Sagar,1100,371214
295,Tiled Roof,35,0.7305,Tezpur,1850,368925
52,Concrete Roof,33,0.6656,Gorakhpur,1250,39930
112,Ceramic Tiles,5,0.8055,Jaisalmer,210,18136
187,Ceramic Tiles,24,0.8204,Hyderabad,800,114237
251,Concrete Roof,46,0.6507,Jaisalmer,210,31140
498,Terracotta and Clay Tiles,25,0.8014,Delhi,780,290367
515,Ceramic Tiles,44,0.7837,Gorakhpur,1250,460416
453,Galvanized Iron Sheet,35,0.859,Purnia,1350,481928
226,Modern Composite Sheets,34,0.8503,Delhi,780,138028
453,Modern Composite Sheets,21,0.8523,Pune,720,259175
135,Terracotta and Clay Tiles,12,0.7853,Sambalpur,1400,142215
331,Galvanized Iron Sheet,34,0.8202,Raichur,620,155946
225,Modern Composite Sheets,48,0.828,Gorakhpur,1250,211457
509,Galvanized Iron Sheet,4,0.8549,Wardha,1060,442435
110,Tiled Roof,23,0.7158,Jaipur,650,47701
548,Concrete Roof,16,0.6834,Hyderabad,800,282254
363,Metal Roofs,10,0.8523,Shillong,2900,849881
240,Modern Composite Sheets,50,0.8776,Patna,1200,231767
219,Ceramic Tiles,15,0.797,Gorakhpur,1250,205315
147,Metal Roofs,22,0.8465,Hyderabad,800,93719
557,Concrete Roof,18,0.6433,Tezpur,1850,627518
279,Galvanized Iron Sheet,6,0.8687,Lucknow,1000,233573
346,Asbestos Sheet,29,0.7423,Sambalpur,1400,336473
293,Asbestos Sheet,42,0.7311,Hisar,500,98927
159,Ceramic Tiles,10,0.7948,Tezpur,1850,224362
295,Modern Composite Sheets,23,0.8441,Hisar,500,116819
509,Ceramic Tiles,25,0.8346,Mumbai,2250,890004
454,Stone Slabs,27,0.6661,Shillong,2900,822322
386,Tiled Roof,3,0.6816,Sambalpur,1400,354487
428,Modern Composite Sheets,50,0.8372,Kolkata,1800,583189
595,Ceramic Tiles,27,0.7961,Shillong,2900,1276543
57,Tiled Roof,6,0.6993,Patna,1200,45989
121,Ceramic Tiles,26,0.8114,Purnia,1350,125147
184,Stone Slabs,36,0.7314,Patna,1200,149389
79,Asbestos Sheet,32,0.7797,Mumbai,2250,129241
582,Metal Roofs,13,0.8687,Delhi,780,374585
108,Ceramic Tiles,28,0.8342,Patna,1200,101844
479,Lime-Finished Roofs,32,0.6509,Delhi,780,224805
213,Metal Roofs,6,0.8403,Bengaluru,970,166503
53,Ceramic Tiles,27,0.7909,Raichur,620,24347
487,Stone Slabs,2,0.6891,Shillong,2900,928544
347,Stone Slabs,47,0.722,Shillong,2900,661801
357,Concrete Roof,2,0.6899,Mumbai,2250,528687
67,Tiled Roof,20,0.7224,Patna,1200,54849
59,Terracotta and Clay Tiles,6,0.7987,Bathinda,420,19023
452,Stone Slabs,44,0.7015,Jaipur,650,187356
354,Metal Roofs,27,0.8349,Raichur,620,172585
146,Galvanized Iron Sheet,13,0.857,Hyderabad,800,94820
81,Stone Slabs,23,0.7166,Pune,720,39379
559,Tiled Roof,20,0.7201,Bhopal,1150,437683
332,Terracotta and Clay Tiles,13,0.8226,Bengaluru,970,251902
530,Galvanized Iron Sheet,20,0.8751,Ahmedabad,800,349779
53,Terracotta and Clay Tiles,34,0.813,Anantapur,560,22409
238,Modern Composite Sheets,38,0.8495,Mumbai,2250,418347
191,Ceramic Tiles,50,0.8534,Kolkata,1800,264701
164,Asbestos Sheet,29,0.754,Jaipur,650,74949
257,Galvanized Iron Sheet,23,0.849,Bathinda,420,85836
453,Stone Slabs,3,0.7033,Jaipur,650,199077
379,Lime-Finished Roofs,12,0.6588,Bengaluru,970,228831
270,Terracotta and Clay Tiles,47,0.8242,Mumbai,2250,460878
247,Galvanized Iron Sheet,37,0.8393,Jaisalmer,210,40413
270,Ceramic Tiles,2,0.8103,Ahmedabad,800,167155
364,Concrete Roof,14,0.6575,Bengaluru,970,219897
413,Galvanized Iron Sheet,6,0.8613,Delhi,780,266869
49,Tiled Roof,40,0.6806,Raichur,620,18946
209,Tiled Roof,40,0.7447,Lucknow,1000,144586
57,Lime-Finished Roofs,41,0.632,Jaisalmer,210,6935
554,Modern Composite Sheets,10,0.83,Lucknow,1000,436767
564,Galvanized Iron Sheet,32,0.8705,Chennai,1400,643578
497,Lime-Finished Roofs,18,0.6384,Sagar,1100,326021
341,Tiled Roof,18,0.6874,Lucknow,1000,220899
47,Modern Composite Sheets,33,0.8168,Sagar,1100,39165
255,Tiled Roof,20,0.6808,Bathinda,420,68837
414,Galvanized Iron Sheet,45,0.8414,Patna,1200,379898
513,Terracotta and Clay Tiles,16,0.8315,Mumbai,2250,914755
93,Ceramic Tiles,15,0.8236,Lucknow,1000,72645
581,Terracotta and Clay Tiles,27,0.766,Anantapur,560,232042
153,Lime-Finished Roofs,23,0.6676,Wardha,1060,102054
54,Stone Slabs,18,0.7119,Ahmedabad,800,29098
550,Galvanized Iron Sheet,23,0.8711,Shillong,2900,1303034
228,Metal Roofs,10,0.8686,Bengaluru,970,184218
253,Modern Composite Sheets,2,0.825,Hisar,500,99327
235,Galvanized Iron Sheet,12,0.8678,Jaipur,650,125924
229,Concrete Roof,22,0.6593,Bhopal,1150,161576
185,Ceramic Tiles,5,0.8192,Ahmedabad,800,116855
220,Lime-Finished Roofs,32,0.6805,Jaipur,650,90467
543,Asbestos Sheet,6,0.7385,Sambalpur,1400,533392
83,Galvanized Iron Sheet,8,0.8391,Bathinda,420,27766
466,Terracotta and Clay Tiles,3,0.8054,Bhopal,1150,416808
65,Concrete Roof,33,0.693,Bengaluru,970,40357
205,Concrete Roof,3,0.6891,Jaipur,650,87893
201,Lime-Finished Roofs,30,0.6832,Tezpur,1850,238715
311,Tiled Roof,13,0.6698,Anantapur,560,110619
229,Concrete Roof,2,0.6323,Raichur,620,85994
189,Tiled Roof,7,0.6925,Wardha,1060,133389
294,Metal Roofs,17,0.8736,Delhi,780,189483
322,Ceramic Tiles,4,0.8167,Bengaluru,970,244535
220,Metal Roofs,25,0.8473,Bhopal,1150,201892
287,Asbestos Sheet,20,0.7463,Tezpur,1850,376276
479,Terracotta and Clay Tiles,37,0.8063,Kolkata,1800,643190
404,Modern Composite Sheets,21,0.8405,Hisar,500,158075
107,Concrete Roof,4,0.6581,Lucknow,1000,66983
427,Stone Slabs,6,0.7295,Sambalpur,1400,412831
395,Terracotta and Clay Tiles,30,0.7615,Raichur,620,173418
297,Metal Roofs,40,0.8682,Jaipur,650,155332
343,Asbestos Sheet,33,0.7216,Purnia,1350,308584
215,Lime-Finished Roofs,49,0.6682,Chennai,1400,184451
559,Stone Slabs,33,0.6755,Shillong,2900,1019068
486,Modern Composite Sheets,31,0.8265,Anantapur,560,211124
298,Lime-Finished Roofs,38,0.6777,Hyderabad,800,149582
275,Metal Roofs,13,0.8533,Wardha,1060,237487
124,Ceramic Tiles,5,0.8008,Raichur,620,58856
65,Modern Composite Sheets,37,0.839,Purnia,1350,68709
497,Terracotta and Clay Tiles,13,0.8043,Pune,720,271955
451,Lime-Finished Roofs,49,0.675,Kolkata,1800,500798
432,Concrete Roof,7,0.6762,Chennai,1400,387344
209,Terracotta and Clay Tiles,39,0.8272,Pune,720,114179
467,Asbestos Sheet,19,0.7759,Bengaluru,970,330564
66,Concrete Roof,49,0.6334,Anantapur,560,21563
107,Stone Slabs,22,0.6857,Raichur,620,43032
145,Asbestos Sheet,4,0.7375,Jaisalmer,210,21677
408,Ceramic Tiles,50,0.8281,Wardha,1060,328681
90,Modern Composite Sheets,33,0.838,Mumbai,2250,156271
383,Concrete Roof,46,0.6614,Lucknow,1000,232094
487,Stone Slabs,46,0.6907,Anantapur,560,171819
195,Asbestos Sheet,27,0.7481,Shillong,2900,397102
158,Concrete Roof,23,0.6765,Hyderabad,800,79889
161,Terracotta and Clay Tiles,26,0.8177,Chennai,1400,173160
74,Terracotta and Clay Tiles,44,0.8013,Jaipur,650,35609
305,Lime-Finished Roofs,40,0.6239,Hisar,500,87719
146,Ceramic Tiles,14,0.7747,Raichur,620,65921
390,Concrete Roof,38,0.6548,Hyderabad,800,187780
573,Metal Roofs,5,0.8542,Bengaluru,970,450633
398,Tiled Roof,20,0.7141,Gorakhpur,1250,333786
523,Concrete Roof,47,0.6691,Bengaluru,970,311324
240,Terracotta and Clay Tiles,19,0.7839,Shillong,2900,518771
173,Tiled Roof,10,0.7365,Patna,1200,145764
369,Tiled Roof,23,0.7086,Hyderabad,800,194293
221,Concrete Roof,7,0.6643,Chennai,1400,196366
284,Terracotta and Clay Tiles,4,0.8233,Tezpur,1850,417386
485,Stone Slabs,19,0.727,Ahmedabad,800,267734
64,Lime-Finished Roofs,34,0.6679,Raichur,620,24800
567,Lime-Finished Roofs,15,0.6392,Raichur,620,212798
319,Stone Slabs,17,0.7082,Hyderabad,800,171152
363,Asbestos Sheet,39,0.7523,Pune,720,182035
333,Metal Roofs,45,0.8262,Jaisalmer,210,52468
381,Lime-Finished Roofs,8,0.6609,Sambalpur,1400,338984
486,Stone Slabs,18,0.736,Ahmedabad,800,267790
423,Ceramic Tiles,23,0.8037,Chennai,1400,444834
383,Terracotta and Clay Tiles,4,0.7867,Raichur,620,176927
585,Ceramic Tiles,30,0.8233,Pune,720,325909
120,Ceramic Tiles,22,0.7952,Sambalpur,1400,125862
429,Asbestos Sheet,3,0.7411,Anantapur,560,170186
169,Tiled Roof,11,0.6909,Pune,720,79350
284,Terracotta and Clay Tiles,23,0.7954,Patna,1200,255658
357,Terracotta and Clay Tiles,46,0.7888,Sambalpur,1400,364379
566,Modern Composite Sheets,31,0.8443,Hyderabad,800,355591
54,Metal Roofs,7,0.8674,Pune,720,32473
522,Asbestos Sheet,18,0.7587,Gorakhpur,1250,467770
265,Asbestos Sheet,10,0.7922,Hyderabad,800,158261
390,Modern Composite Sheets,49,0.8421,Bhopal,1150,344142
403,Terracotta and Clay Tiles,34,0.7871,Jaisalmer,210,61875
347,Galvanized Iron Sheet,44,0.858,Sagar,1100,298202
426,Terracotta and Clay Tiles,12,0.7923,Anantapur,560,179638
279,Stone Slabs,27,0.6939,Hisar,500,89901
558,Ceramic Tiles,46,0.807,Jaipur,650,269654
457,Ceramic Tiles,25,0.8055,Shillong,2900,1003008
524,Metal Roofs,24,0.8533,Gorakhpur,1250,520276
113,Modern Composite Sheets,5,0.8143,Shillong,2900,257011
164,Metal Roofs,6,0.8477,Sagar,1100,146031
327,Tiled Roof,7,0.6898,Chennai,1400,298675
436,Terracotta and Clay Tiles,12,0.8277,Hyderabad,800,274305
164,Concrete Roof,1,0.6461,Tezpur,1850,188863
469,Lime-Finished Roofs,11,0.6272,Tezpur,1850,518230
393,Tiled Roof,43,0.7271,Ahmedabad,800,211717
488,Modern Composite Sheets,37,0.8212,Gorakhpur,1250,466288
87,Asbestos Sheet,43,0.7275,Sambalpur,1400,81628
564,Modern Composite Sheets,40,0.8311,Bathinda,420,181146
577,Stone Slabs,13,0.697,Hisar,500,192316
192,Galvanized Iron Sheet,1,0.8667,Purnia,1350,216707
77,Stone Slabs,35,0.7028,Hisar,500,24808
351,Modern Composite Sheets,43,0.8362,Bengaluru,970,261268
586,Galvanized Iron Sheet,7,0.8495,Jaipur,650,309085
427,Lime-Finished Roofs,4,0.6528,Bengaluru,970,257219
380,Terracotta and Clay Tiles,35,0.8121,Patna,1200,343011
341,Asbestos Sheet,18,0.7274,Wardha,1060,250396
200,Tiled Roof,15,0.6891,Bathinda,420,54334
52,Lime-Finished Roofs,22,0.6526,Sambalpur,1400,44351
349,Metal Roofs,39,0.8728,Delhi,780,219848
451,Lime-Finished Roofs,6,0.6516,Kolkata,1800,500910
297,Concrete Roof,35,0.6369,Jaipur,650,112765
151,Ceramic Tiles,44,0.8029,Jaipur,650,72365
120,Metal Roofs,41,0.8775,Wardha,1060,103745
374,Terracotta and Clay Tiles,18,0.7898,Tezpur,1850,512412
363,Asbestos Sheet,33,0.7256,Anantapur,560,138083
268,Stone Slabs,45,0.684,Patna,1200,202417
84,Modern Composite Sheets,4,0.8431,Purnia,1350,91442
74,Metal Roofs,1,0.8803,Bhopal,1150,71909
509,Ceramic Tiles,41,0.82,Anantapur,560,214468
330,Lime-Finished Roofs,29,0.6594,Shillong,2900,587965
465,Stone Slabs,34,0.7172,Hyderabad,800,248393
263,Metal Roofs,25,0.8974,Delhi,780,170909
389,Stone Slabs,12,0.7218,Patna,1200,318888
115,Ceramic Tiles,31,0.8144,Ahmedabad,800,69691
225,Stone Slabs,40,0.6886,Purnia,1350,193423
197,Lime-Finished Roofs,16,0.666,Wardha,1060,130432
111,Tiled Roof,20,0.6817,Sambalpur,1400,99729
124,Tiled Roof,24,0.6971,Wardha,1060,85171
67,Lime-Finished Roofs,37,0.6437,Shillong,2900,115541
428,Stone Slabs,48,0.7271,Lucknow,1000,284978
433,Metal Roofs,23,0.8507,Wardha,1060,363984
98,Asbestos Sheet,40,0.7125,Tezpur,1850,119365
172,Concrete Roof,31,0.6932,Hyderabad,800,87950
342,Ceramic Tiles,10,0.8322,Lucknow,1000,269204
451,Asbestos Sheet,50,0.7663,Kolkata,1800,567729
430,Modern Composite Sheets,2,0.8347,Lucknow,1000,343209
509,Lime-Finished Roofs,7,0.6453,Bathinda,420,132417
178,Asbestos Sheet,21,0.7508,Purnia,1350,167839
49,Stone Slabs,9,0.7214,Hisar,500,16954
91,Terracotta and Clay Tiles,36,0.7879,Bengaluru,970,64551
143,Concrete Roof,31,0.6767,Chennai,1400,124911
164,Ceramic Tiles,19,0.8062,Purnia,1350,168978
192,Asbestos Sheet,12,0.7479,Jaisalmer,210,28882
152,Stone Slabs,22,0.6878,Hyderabad,800,78600
116,Ceramic Tiles,47,0.7909,Mumbai,2250,190109
545,Concrete Roof,34,0.6539,Patna,1200,396813
449,Metal Roofs,25,0.8277,Shillong,2900,1016307
520,Metal Roofs,10,0.8454,Shillong,2900,1201261
349,Stone Slabs,2,0.7192,Bhopal,1150,279403
147,Concrete Roof,7,0.6471,Shillong,2900,261023
95,Tiled Roof,9,0.7048,Mumbai,2250,142649
413,Galvanized Iron Sheet,45,0.8792,Hyderabad,800,267768
490,Ceramic Tiles,34,0.7752,Wardha,1060,375530
237,Galvanized Iron Sheet,1,0.8501,Lucknow,1000,192923
368,Concrete Roof,20,0.6679,Tezpur,1850,430102
380,Asbestos Sheet,43,0.7664,Ahmedabad,800,213572
410,Ceramic Tiles,38,0.796,Raichur,620,186273
276,Galvanized Iron Sheet,33,0.8715,Ahmedabad,800,177483
163,Terracotta and Clay Tiles,48,0.8007,Tezpur,1850,221523
76,Galvanized Iron Sheet,38,0.8681,Mumbai,2250,136720
162,Stone Slabs,1,0.7026,Raichur,620,68186
339,Concrete Roof,13,0.6628,Chennai,1400,300284
67,Concrete Roof,49,0.6587,Chennai,1400,56347
360,Concrete Roof,45,0.6771,Bhopal,1150,257661
235,Metal Roofs,12,0.9106,Patna,1200,243763
305,Stone Slabs,8,0.7073,Hisar,500,103361
489,Metal Roofs,9,0.8814,Hyderabad,800,329807
235,Ceramic Tiles,3,0.7983,Shillong,2900,525656
60,Asbestos Sheet,33,0.7339,Anantapur,560,22720
462,Tiled Roof,48,0.6806,Sambalpur,1400,405878
48,Tiled Roof,16,0.725,Tezpur,1850,60252
222,Asbestos Sheet,11,0.7773,Mumbai,2250,368893
237,Tiled Roof,44,0.699,Chennai,1400,212848
92,Lime-Finished Roofs,10,0.6383,Anantapur,560,31227
313,Stone Slabs,15,0.7008,Sagar,1100,227802
544,Galvanized Iron Sheet,19,0.8779,Lucknow,1000,449044
544,Lime-Finished Roofs,17,0.6604,Kolkata,1800,611772
76,Modern Composite Sheets,47,0.8145,Hisar,500,28398
59,Metal Roofs,9,0.8901,Pune,720,36059
146,Tiled Roof,22,0.709,Hyderabad,800,77019
212,Metal Roofs,45,0.8467,Pune,720,117939
575,Asbestos Sheet,35,0.7792,Bengaluru,970,402357
159,Terracotta and Clay Tiles,13,0.8113,Gorakhpur,1250,152105
528,Modern Composite Sheets,17,0.8212,Sagar,1100,452963
570,Galvanized Iron Sheet,44,0.8744,Lucknow,1000,461463
297,Lime-Finished Roofs,12,0.6637,Raichur,620,114766
489,Stone Slabs,11,0.7316,Kolkata,1800,611151
520,Concrete Roof,25,0.6629,Raichur,620,198189
381,Galvanized Iron Sheet,16,0.8489,Chennai,1400,429283
327,Ceramic Tiles,41,0.8046,Wardha,1060,256655
80,Stone Slabs,20,0.6891,Tezpur,1850,96728
393,Metal Roofs,39,0.8539,Purnia,1350,415431
302,Asbestos Sheet,17,0.7599,Jaisalmer,210,45212
253,Concrete Roof,21,0.6731,Bengaluru,970,156127
65,Metal Roofs,2,0.8538,Bengaluru,970,51588
125,Galvanized Iron Sheet,2,0.8469,Bathinda,420,42245
583,Metal Roofs,22,0.8629,Gorakhpur,1250,588152
549,Ceramic Tiles,45,0.8149,Chennai,1400,570521
370,Modern Composite Sheets,45,0.8465,Jaipur,650,187672
535,Asbestos Sheet,13,0.7725,Kolkata,1800,699657
81,Metal Roofs,47,0.8449,Jaipur,650,40326
282,Terracotta and Clay Tiles,1,0.7885,Sambalpur,1400,296793
160,Ceramic Tiles,17,0.7757,Purnia,1350,159649
143,Asbestos Sheet,28,0.733,Wardha,1060,103374
319,Concrete Roof,10,0.6254,Bathinda,420,79202
522,Concrete Roof,33,0.6751,Hyderabad,800,261610
569,Ceramic Tiles,15,0.7872,Purnia,1350,568515
600,Tiled Roof,36,0.7139,Lucknow,1000,399219
428,Asbestos Sheet,20,0.7416,Bathinda,420,125660
378,Lime-Finished Roofs,43,0.6657,Chennai,1400,324595
97,Tiled Roof,20,0.7335,Ahmedabad,800,53367
466,Asbestos Sheet,17,0.7277,Gorakhpur,1250,401252
224,Metal Roofs,16,0.8401,Ahmedabad,800,142584
297,Concrete Roof,3,0.6473,Sagar,1100,201493
247,Asbestos Sheet,13,0.7415,Anantapur,560,96833
121,Terracotta and Clay Tiles,14,0.7969,Tezpur,1850,170413
250,Metal Roofs,19,0.861,Purnia,1350,274615
418,Terracotta and Clay Tiles,24,0.8043,Jaisalmer,210,66091
583,Ceramic Tiles,34,0.8017,Mumbai,2250,981148
308,Asbestos Sheet,47,0.7727,Jaipur,650,141041
506,Asbestos Sheet,30,0.7739,Raichur,620,226341
107,Galvanized Iron Sheet,42,0.8669,Mumbai,2250,190073
319,Asbestos Sheet,44,0.7806,Tezpur,1850,421062
566,Asbestos Sheet,20,0.7796,Ahmedabad,800,333597
78,Metal Roofs,21,0.8486,Jaisalmer,210,13173
147,Asbestos Sheet,14,0.7653,Patna,1200,126787
355,Galvanized Iron Sheet,21,0.8638,Delhi,780,225004
129,Ceramic Tiles,36,0.7949,Delhi,780,73273
142,Lime-Finished Roofs,44,0.6516,Jaipur,650,54608
456,Lime-Finished Roofs,47,0.6474,Purnia,1350,363262
84,Asbestos Sheet,12,0.7732,Patna,1200,73599
259,Metal Roofs,23,0.8657,Kolkata,1800,380249
110,Tiled Roof,34,0.7354,Pune,720,54093
459,Galvanized Iron Sheet,30,0.8695,Bengaluru,970,358093
550,Lime-Finished Roofs,24,0.6516,Kolkata,1800,604014
417,Asbestos Sheet,11,0.7742,Delhi,780,236735
402,Metal Roofs,25,0.8486,Sambalpur,1400,446407
489,Terracotta and Clay Tiles,26,0.8124,Bathinda,420,157503
222,Lime-Finished Roofs,32,0.629,Bathinda,420,54639
354,Terracotta and Clay Tiles,38,0.8035,Bathinda,420,109747
539,Ceramic Tiles,48,0.8375,Patna,1200,490798
125,Metal Roofs,23,0.8581,Sagar,1100,109881
536,Stone Slabs,11,0.6842,Jaipur,650,228483
571,Tiled Roof,23,0.7121,Hisar,500,192333
254,Lime-Finished Roofs,7,0.6682,Tezpur,1850,300137
316,Lime-Finished Roofs,15,0.6549,Lucknow,1000,194827
342,Tiled Roof,29,0.6838,Raichur,620,135324
297,Concrete Roof,24,0.6491,Bathinda,420,76249
170,Asbestos Sheet,48,0.7459,Raichur,620,71628
185,Terracotta and Clay Tiles,3,0.8081,Shillong,2900,411947
223,Metal Roofs,3,0.857,Wardha,1060,194156
140,Lime-Finished Roofs,15,0.6576,Hisar,500,43952
137,Concrete Roof,25,0.677,Pune,720,62426
221,Modern Composite Sheets,7,0.8598,Kolkata,1800,326632
161,Asbestos Sheet,6,0.7512,Jaisalmer,210,24355
575,Stone Slabs,19,0.7303,Patna,1200,473899
296,Tiled Roof,37,0.6885,Raichur,620,115692
339,Asbestos Sheet,6,0.7326,Anantapur,560,132259
399,Lime-Finished Roofs,36,0.6821,Ahmedabad,800,201073
504,Terracotta and Clay Tiles,45,0.8172,Pune,720,271269
522,Metal Roofs,24,0.8494,Ahmedabad,800,333162
526,Metal Roofs,15,0.9105,Delhi,780,351278
570,Lime-Finished Roofs,38,0.6698,Jaisalmer,210,74613
387,Metal Roofs,14,0.8564,Chennai,1400,438531
302,Terracotta and Clay Tiles,39,0.8095,Bengaluru,970,219383
407,Asbestos Sheet,10,0.7666,Chennai,1400,415855
591,Terracotta and Clay Tiles,30,0.772,Anantapur,560,239883
470,Galvanized Iron Sheet,38,0.8499,Tezpur,1850,680418
584,Asbestos Sheet,9,0.7452,Wardha,1060,435500
513,Terracotta and Clay Tiles,50,0.7986,Anantapur,560,209749
47,Lime-Finished Roofs,41,0.6508,Jaisalmer,210,5872
518,Lime-Finished Roofs,45,0.6341,Tezpur,1850,560758
397,Modern Composite Sheets,34,0.8381,Hisar,500,153025
463,Metal Roofs,8,0.8574,Kolkata,1800,686366
362,Metal Roofs,1,0.8613,Ahmedabad,800,238096
171,Tiled Roof,1,0.7025,Shillong,2900,331253
522,Metal Roofs,18,0.8477,Purnia,1350,567167
486,Terracotta and Clay Tiles,48,0.7919,Bathinda,420,148099
416,Stone Slabs,19,0.671,Sagar,1100,291695
553,Terracotta and Clay Tiles,33,0.8229,Ahmedabad,800,341158
276,Concrete Roof,30,0.6948,Gorakhpur,1250,223652
566,Tiled Roof,44,0.6813,Anantapur,560,196719
439,Ceramic Tiles,9,0.8009,Shillong,2900,971137
360,Metal Roofs,43,0.8672,Jaipur,650,185194
260,Metal Roofs,34,0.8309,Purnia,1350,272009
166,Asbestos Sheet,45,0.7576,Delhi,780,89140
460,Terracotta and Clay Tiles,34,0.8112,Hyderabad,800,278598
451,Lime-Finished Roofs,8,0.6352,Sambalpur,1400,381897
215,Asbestos Sheet,45,0.7281,Anantapur,560,80377
438,Modern Composite Sheets,18,0.8496,Chennai,1400,492926
66,Ceramic Tiles,38,0.7751,Purnia,1350,64403
189,Ceramic Tiles,47,0.7899,Bhopal,1150,156156
544,Ceramic Tiles,3,0.8073,Patna,1200,501852
498,Stone Slabs,33,0.711,Patna,1200,394333
548,Concrete Roof,18,0.6452,Bengaluru,970,321605
523,Concrete Roof,11,0.6,Sagar,1100,326022
322,Terracotta and Clay Tiles,36,0.8644,Hyderabad,800,207278
300,Modern Composite Sheets,17,0.8216,Tezpur,1850,426561
162,Modern Composite Sheets,46,0.8526,Bhopal,1150,145202
394,Lime-Finished Roofs,33,0.6479,Patna,1200,284753
249,Lime-Finished Roofs,37,0.6516,Shillong,2900,432120
140,Stone Slabs,20,0.7048,Anantapur,560,51699
102,Galvanized Iron Sheet,33,0.8335,Bhopal,1150,90275
174,Terracotta and Clay Tiles,1,0.7845,Shillong,2900,381921
238,Terracotta and Clay Tiles,14,0.8332,Bengaluru,970,180425
559,Ceramic Tiles,19,0.8088,Sagar,1100,469602
532,Asbestos Sheet,7,0.7355,Purnia,1350,503186
450,Concrete Roof,6,0.6955,Kolkata,1800,535827
245,Tiled Roof,26,0.6722,Raichur,620,94519
404,Ceramic Tiles,28,0.7804,Bathinda,420,124648
511,Terracotta and Clay Tiles,2,0.8233,Ahmedabad,800,322972
382,Ceramic Tiles,12,0.8114,Purnia,1350,398784
510,Modern Composite Sheets,35,0.804,Wardha,1060,405298
54,Metal Roofs,16,0.8542,Raichur,620,27252
376,Metal Roofs,13,0.8678,Anantapur,560,174736
294,Lime-Finished Roofs,17,0.6774,Sagar,1100,206489
419,Concrete Roof,7,0.6765,Ahmedabad,800,217114
545,Terracotta and Clay Tiles,43,0.769,Shillong,2900,1126855
433,Ceramic Tiles,22,0.7868,Purnia,1350,429203
